x,y,fb_velocity,fb_steering
6.915999889373779,0.7160999774932861,0.5,0.0
6.616000175476074,0.7160999774932861,0.5,0.0
6.265999794006348,2.6160998344421387,0.5,0.0
5.565999984741211,3.716099977493286,0.5,0.0
4.966000080108643,4.466099739074707,0.5,0.0
4.216000080108643,4.916100025177002,0.5,0.0
3.9159998893737793,5.216100215911865,0.5,0.0
3.315999984741211,5.316100120544434,0.5,0.0
2.2660000324249268,5.666100025177002,0.5,0.0
1.215999960899353,5.966099739074707,0.5,0.0
0.4660000205039978,6.116099834442139,0.5,0.0
0.16600000858306885,6.416100025177002,0.5,0.0
-0.734000027179718,6.716100215911865,0.5,0.0
-1.7089999914169312,6.941100120544434,0.5,0.0
-1.934000015258789,7.466099739074707,0.5,0.0
-2.684000015258789,7.76609992980957,0.5,0.0
-3.2839999198913574,7.916100025177002,0.5,0.0
-3.7339999675750732,8.366100311279297,0.5,0.0
-4.709000110626221,8.741100311279297,0.5,0.0
-5.533999919891357,9.116100311279297,0.5,0.0
-5.834000110626221,9.416099548339844,0.5,0.0
-6.644000053405762,9.776100158691406,0.5,0.0
-7.184000015258789,10.316100120544434,0.5,0.0
-7.783999919891357,10.616100311279297,0.5,0.0
-8.684000015258789,11.366100311279297,0.5,0.0
-9.508999824523926,11.816100120544434,0.5,0.0
-10.184000015258789,12.566099166870117,0.5,0.0
-10.584000587463379,12.916099548339844,0.5,0.0
-10.709000587463379,13.541099548339844,0.5,0.0
-10.698286056518555,14.601814270019531,0.5,0.0
-10.484000205993652,15.416099548339844,0.5,0.0
-10.184000015258789,15.716099739074707,0.5,0.0
-10.184000015258789,16.616100311279297,0.5,0.0
-10.184000015258789,17.666099548339844,0.5,0.0
-10.184000015258789,18.716100692749023,0.5,0.0
-10.184000015258789,19.616100311279297,0.5,0.0
-10.184000015258789,20.366100311279297,0.5,0.0
-10.484000205993652,20.816099166870117,0.5,0.0
-10.484000205993652,21.716100692749023,0.5,0.0
-10.484000205993652,22.46609878540039,0.5,0.0
-10.184000015258789,22.76609992980957,0.5,0.0
-9.958999633789062,23.666099548339844,0.5,0.0
-10.003999710083008,24.776100158691406,0.5,0.0
-10.003999710083008,25.55609893798828,0.5,0.0
-9.7839994430542,26.76609992980957,0.5,0.0
-9.733999252319336,27.716100692749023,0.5,0.0
-9.6589994430542,28.541099548339844,0.5,0.0
-9.763999938964844,29.63610076904297,0.5,0.0
-10.034000396728516,30.716100692749023,0.5,0.0
-10.055428504943848,31.701814651489258,0.5,0.0
-10.184000015258789,32.81610107421875,0.5,0.0
-10.484000205993652,32.81610107421875,0.5,0.0
-10.559000015258789,35.7411003112793,0.5,0.0
-10.784000396728516,36.71609878540039,0.5,0.0
-10.984000205993652,37.666099548339844,0.5,0.0
-11.383999824523926,37.76609802246094,0.5,0.0
-11.503999710083008,38.876102447509766,0.5,0.0
-11.984000205993652,39.56610107421875,0.5,0.0
-12.484000205993652,39.81610107421875,0.5,0.0
-13.083999633789062,40.416099548339844,0.5,0.0
-13.723999977111816,40.85609817504883,0.5,0.0
-14.083999633789062,41.5161018371582,0.5,0.0
-14.609000205993652,41.81610107421875,0.5,0.0
-15.284000396728516,42.1161003112793,0.5,0.0
-15.833999633789062,42.6161003112793,0.5,0.0
-16.483999252319336,43.0161018371582,0.5,0.0
-16.784000396728516,43.416099548339844,0.5,0.0
-17.68400001525879,43.916099548339844,0.5,0.0
-18.43400001525879,44.21609878540039,0.5,0.0
-18.958999633789062,44.591102600097656,0.5,0.0
-19.8439998626709,44.936100006103516,0.5,0.0
-20.68400001525879,45.1161003112793,0.5,0.0
-20.68400001525879,45.416099548339844,0.5,0.0
-30.644001007080078,45.656097412109375,0.5,0.0
-31.784000396728516,45.71609878540039,0.5,0.0
-32.75899887084961,45.791099548339844,0.5,0.0
-33.66971206665039,45.88752746582031,0.5,0.0
-34.784000396728516,46.0161018371582,0.5,0.0
-35.683998107910156,46.0161018371582,0.5,0.0
-36.73400115966797,46.0161018371582,0.5,0.0
-37.784000396728516,46.0161018371582,0.5,0.0
-38.683998107910156,46.0161018371582,0.5,0.0
-39.79828643798828,45.88752746582031,0.5,0.0
-40.784000396728516,45.596099853515625,0.5,0.0
-41.60900115966797,45.4911003112793,0.5,0.0
-42.73400115966797,45.416099548339844,0.5,0.0
-43.03399658203125,45.1161003112793,0.5,0.0
-43.784000396728516,45.1161003112793,0.5,0.0
-44.683998107910156,44.81610107421875,0.5,0.0
-45.823997497558594,44.876102447509766,0.5,0.0
-46.7239990234375,44.936100006103516,0.5,0.0
-47.683998107910156,44.81610107421875,0.5,0.0
-48.73400115966797,44.81610107421875,0.5,0.0
-49.784000396728516,44.63610076904297,0.5,0.0
-50.683998107910156,44.5161018371582,0.5,0.0
-51.73400115966797,44.5161018371582,0.5,0.0
-52.183998107910156,44.21609878540039,0.5,0.0
-52.48400115966797,44.5161018371582,0.5,0.0
-53.74399948120117,44.096099853515625,0.5,0.0
-54.73400115966797,44.06610107421875,0.5,0.0
-55.7239990234375,44.03609848022461,0.5,0.0
-56.624000549316406,44.03609848022461,0.5,0.0
-57.73400115966797,43.916099548339844,0.5,0.0
-58.784000396728516,43.76609802246094,0.5,0.0
-59.683998107910156,43.76609802246094,0.5,0.0
-60.73400115966797,43.6161003112793,0.5,0.0
-61.7239990234375,43.436100006103516,0.5,0.0
-62.683998107910156,43.466102600097656,0.5,0.0
-63.64400100708008,43.376102447509766,0.5,0.0
-64.78399658203125,43.31610107421875,0.5,0.0
-65.83399963378906,43.31610107421875,0.5,0.0
-66.28399658203125,43.0161018371582,0.5,0.0
-66.88400268554688,43.0161018371582,0.5,0.0
-67.78399658203125,43.0161018371582,0.5,0.0
-68.83399963378906,42.8661003112793,0.5,0.0
-69.88400268554688,42.71609878540039,0.5,0.0
-70.78399658203125,42.71609878540039,0.5,0.0
-71.83399963378906,42.56610107421875,0.5,0.0
-72.88400268554688,42.416099548339844,0.5,0.0
