x,y
-201.99000549316406,72.45500183105469
-198.99000549316406,71.8550033569336
-204.38999938964844,70.3550033569336
-204.08999633789062,70.3550033569336
-204.38999938964844,70.05500030517578
-204.08999633789062,70.05500030517578
-205.2899932861328,69.75499725341797
-204.38999938964844,69.75499725341797
-204.08999633789062,69.75499725341797
-201.69000244140625,69.75499725341797
-205.58999633789062,69.45500183105469
-205.2899932861328,69.45500183105469
-204.99000549316406,69.45500183105469
-204.69000244140625,69.45500183105469
-204.38999938964844,69.45500183105469
-204.08999633789062,69.45500183105469
-203.19000244140625,69.45500183105469
-202.88999938964844,69.45500183105469
-202.58999633789062,69.45500183105469
-202.2899932861328,69.45500183105469
-201.99000549316406,69.45500183105469
-201.69000244140625,69.45500183105469
-198.08999633789062,69.45500183105469
-205.2899932861328,69.15499877929688
-204.99000549316406,69.15499877929688
-204.69000244140625,69.15499877929688
-204.38999938964844,69.15499877929688
-202.58999633789062,69.15499877929688
-202.2899932861328,69.15499877929688
-201.99000549316406,69.15499877929688
-199.2899932861328,69.15499877929688
-198.99000549316406,69.15499877929688
-198.69000244140625,69.15499877929688
-198.38999938964844,69.15499877929688
-198.08999633789062,69.15499877929688
-204.38999938964844,68.8550033569336
-204.38999938964844,68.55500030517578
-205.58999633789062,68.25499725341797
-205.2899932861328,68.25499725341797
-204.99000549316406,68.25499725341797
-204.38999938964844,68.25499725341797
-207.08999633789062,67.95500183105469
-206.7899932861328,67.95500183105469
-206.49000549316406,67.95500183105469
-206.19000244140625,67.95500183105469
-205.88999938964844,67.95500183105469
-205.58999633789062,67.95500183105469
-205.2899932861328,67.95500183105469
-204.99000549316406,67.95500183105469
-204.38999938964844,67.95500183105469
-207.38999938964844,67.65499877929688
-207.08999633789062,67.65499877929688
-206.7899932861328,67.65499877929688
-206.49000549316406,67.65499877929688
-206.19000244140625,67.65499877929688
-205.88999938964844,67.65499877929688
-207.38999938964844,67.3550033569336
-207.08999633789062,67.3550033569336
-204.69000244140625,67.3550033569336
