x,y,fb_velocity,fb_steering
7.20,-4.010132857142855,1.0,0.0
7.15,-3.7975965714285693,1.0,0.0
7.10,-3.5804331428571405,1.0,0.0
7.05,-3.356461714285712,1.0,0.0
7.0,-3.139670285714284,1.0,0.0
6.95,-2.916215142857141,1.0,0.0
6.853141142857138,-2.7041571428571407,1.0,0.0
6.774331999999995,-2.4921017142857123,1.0,0.0
6.7127974285714244,-2.290328857142856,1.0,0.0
6.68,-2.0835111428571413,1.0,0.0
6.64,-1.8749782857142845,1.0,0.0
6.62,-1.6675171428571418,1.0,0.0
6.596895999999996,-1.4632291428571418,1.0,0.0
6.565557428571424,-1.258326342857142,0.0,0.0
6.52873571428571,-1.0516563999999993,0.0,0.0
6.486691142857138,-0.8430329999999995,0.0,0.0
6.439896571428568,-0.6321497142857139,0.0,0.0
6.387849142857138,-0.4216065539999997,0.0,0.0
6.329069142857138,-0.21170681257142843,0.0,0.0
6.263627428571425,-0.0008428225714285659,0.0,0.0
6.191856571428567,0.21172864457142845,0.0,0.0
6.11415571428571,0.4262188174285711,0.0,0.0
6.029569142857139,0.6396697999999996,0.0,0.0
5.938117999999996,0.8511291714285708,0.0,0.0
5.839763428571425,1.0606599714285707,0.0,0.0
5.734638857142853,1.2680152285714277,0.0,0.0
5.623180571428568,1.472409142857142,0.0,0.0
5.5042391428571396,1.6727431428571418,0.0,0.0
5.378199714285711,1.8686788571428559,0.0,0.0
5.245643428571425,2.0597611428571416,0.0,0.0
5.104189142857139,2.2453499999999984,0.0,0.0
4.968951428571425,2.431043999999998,0.0,0.0
4.828934857142853,2.611901714285713,0.0,0.0
4.675125428571425,2.7838485714285697,0.0,0.0
4.499903999999997,2.9447839999999976,0.0,0.0
4.322160285714283,3.1014962857142834,0.0,0.0
4.139987428571426,3.2520382857142835,0.0,0.0
3.954170571428569,3.396115714285712,0.0,0.0
3.7642462857142833,3.5346194285714256,1.0,0.0
3.570626285714283,3.667780857142855,1.0,0.0
3.375372285714283,3.796763714285712,1.0,0.0
3.1790399999999974,3.9214634285714256,1.0,0.0
2.9810759999999976,4.042398857142855,1.0,0.0
2.781423999999998,4.159245714285711,1.0,0.0
2.581535999999998,4.2758625714285685,1.0,0.0
2.3806017142857123,4.392117714285711,1.0,0.0
2.17961257142857,4.506881999999997,1.0,0.0
1.97883257142857,4.619026857142854,1.0,0.0
1.779967714285713,4.733104571428568,1.0,0.0
1.5808285714285704,4.848901428571425,1.0,0.0
1.3808027999999992,4.965119142857139,1.0,0.0
1.1788980571428564,5.080418857142854,1.0,0.0
0.9766479999999993,5.195840857142853,1.0,0.0
0.7758443428571424,5.312442285714282,1.0,0.0
0.575168371428571,5.429954285714282,1.0,0.0
0.3731826428571426,5.547933428571425,1.0,0.0
0.17005519999999988,5.664708857142854,1.0,0.0
-0.03281344285714284,5.7816699999999965,1.0,0.0
-0.23704591428571414,5.89866571428571,1.0,0.0
-0.44169812857142826,6.0151288571428525,1.0,0.0
-0.6456580571428567,6.130593999999996,1.0,0.0
-0.9965968857142848,6.357916571428567,1.0,0.0
-1.2065968857142848,6.527916571428567,1.0,0.0
-1.4665968857142848,6.757916571428567,1.0,0.0
-1.7022061142857132,6.963008285714281,1.0,0.0
-1.9022061142857132,7.123008285714281,1.0,0.0
-2.285649999999998,7.381885428571423,1.0,0.0
-2.5174645714285697,7.536400857142851,1.0,0.0
-2.7046774285714266,7.67173371428571,1.0,0.0
-2.875009142857141,7.803009999999995,1.0,0.0
-3.0574339999999975,7.945773428571424,1.0,0.0
-3.2812211428571403,8.065295142857138,1.0,0.0
-3.4958465714285687,8.199299999999994,1.0,0.0
-3.674299999999997,8.330784285714279,1.0,0.0
-3.840318857142854,8.448141714285707,1.0,0.0
-4.015777714285711,8.571815714285706,1.0,0.0
-4.220493428571426,8.70363171428571,1.0,0.0
-4.414330571428569,8.812603714285709,1.0,0.0
-4.608137999999997,8.92362714285714,1.0,0.0
-4.8068971428571405,9.038879428571423,1.0,0.0
-5.011135714285711,9.158290571428566,1.0,0.0
-5.215774285714282,9.280984285714279,1.0,0.0
-5.419178857142853,9.406199142857137,1.0,0.0
-5.620999714285711,9.534049142857135,1.0,0.0
-5.821032285714281,9.664011142857136,1.0,0.0
-6.0197994285714245,9.798938857142849,1.0,0.0
-6.216754285714282,9.937635999999992,1.0,0.0
-6.411922285714281,10.07915628571428,1.0,0.0
-6.60526171428571,10.22226685714285,1.0,0.0
-6.796442857142853,10.368237142857136,1.0,0.0
-6.983710285714281,10.516728571428565,1.0,0.0
-7.167909428571424,10.668445714285706,1.0,0.0
-7.350227142857137,10.82419142857142,1.0,0.0
-7.530387428571423,10.983542857142849,1.0,0.0
-7.707148571428566,11.146897142857135,1.0,0.0
-7.880980857142851,11.314837142857133,1.0,0.0
-8.052141999999995,11.487774285714279,0.0,0.0
-8.220842857142852,11.665745714285707,0.0,0.0
-8.385199999999994,11.849491428571419,0.0,0.0
-8.545054571428565,12.037831428571419,0.0,0.0
-8.70002828571428,12.229739999999993,0.0,0.0
-8.85415285714285,12.421328571428564,0.0,0.0
-8.981421714285709,12.632668571428562,0.0,0.0
-9.09455571428571,12.853442857142847,0.0,0.0
-9.20698628571428,13.073234285714275,0.0,0.0
-9.333260571428564,13.281308571428562,0.0,0.0
-9.447158285714279,13.496245714285704,0.0,0.0
-9.553107142857137,13.714274285714277,0.0,0.0
-9.652137142857136,13.935305714285706,0.0,0.0
-9.745681714285709,14.159802857142846,0.0,0.0
-9.831860285714278,14.387937142857133,0.0,0.0
